04-21-2025 15:09:39 RAM 1545/6855MB (lfb 18x2MB) SWAP 231/3427MB (cached 3MB) CPU [50%@1420,54%@1420,30%@1420,25%@1415,30%@1420,100%@1419] EMC_FREQ 6%@1866 GR3D_FREQ 0%@1109 VIC_FREQ 115 APE 150 AUX@44.5C CPU@46C thermal@44.75C AO@44C GPU@44.5C PMIC@50C VDD_IN 7045mW/7045mW VDD_CPU_GPU_CV 2167mW/2167mW VDD_SOC 1469mW/1469mW
04-21-2025 15:09:41 RAM 1568/6855MB (lfb 14x2MB) SWAP 231/3427MB (cached 3MB) CPU [9%@1421,16%@1416,0%@1421,90%@1420,8%@1422,0%@1420] EMC_FREQ 1%@1866 GR3D_FREQ 0%@1109 VIC_FREQ 115 APE 150 AUX@44C CPU@45C thermal@44.45C AO@43.5C GPU@44C PMIC@50C VDD_IN 5848mW/6203mW VDD_CPU_GPU_CV 1145mW/1488mW VDD_SOC 1388mW/1411mW
04-21-2025 15:09:41 RAM 1601/6855MB (lfb 7x2MB) SWAP 231/3427MB (cached 3MB) CPU [18%@1417,0%@1420,50%@1420,33%@1420,0%@1420,8%@1421] EMC_FREQ 1%@1866 GR3D_FREQ 0%@1109 VIC_FREQ 115 APE 150 AUX@44C CPU@45C thermal@44.45C AO@43.5C GPU@44C PMIC@50C VDD_IN 5939mW/6189mW VDD_CPU_GPU_CV 1226mW/1474mW VDD_SOC 1388mW/1410mW
04-21-2025 15:09:41 RAM 1610/6855MB (lfb 6x2MB) SWAP 231/3427MB (cached 3MB) CPU [25%@1420,8%@1419,100%@1420,8%@1419,0%@1419,15%@1420] EMC_FREQ 1%@1866 GR3D_FREQ 0%@1109 VIC_FREQ 115 APE 150 AUX@44C CPU@45C thermal@44.45C AO@43.5C GPU@44.5C PMIC@50C VDD_IN 5970mW/6177mW VDD_CPU_GPU_CV 1267mW/1463mW VDD_SOC 1388mW/1409mW
04-21-2025 15:09:41 RAM 1611/6855MB (lfb 6x2MB) SWAP 231/3427MB (cached 3MB) CPU [25%@1414,25%@1419,100%@1420,0%@1420,9%@1419,0%@1420] EMC_FREQ 1%@1866 GR3D_FREQ 0%@1109 VIC_FREQ 115 APE 150 AUX@44C CPU@45C thermal@44.45C AO@43.5C GPU@44C PMIC@50C VDD_IN 5929mW/6165mW VDD_CPU_GPU_CV 1226mW/1451mW VDD_SOC 1388mW/1408mW
04-21-2025 15:09:41 RAM 1613/6855MB (lfb 6x2MB) SWAP 231/3427MB (cached 3MB) CPU [27%@1421,9%@1420,100%@1420,16%@1420,9%@1420,16%@1420] EMC_FREQ 1%@1866 GR3D_FREQ 0%@1109 VIC_FREQ 115 APE 150 AUX@44C CPU@45.5C thermal@44.45C AO@43.5C GPU@44C PMIC@50C VDD_IN 6062mW/6160mW VDD_CPU_GPU_CV 1390mW/1448mW VDD_SOC 1388mW/1407mW
04-21-2025 15:09:42 RAM 1614/6855MB (lfb 6x2MB) SWAP 231/3427MB (cached 3MB) CPU [18%@1421,8%@1418,100%@1412,0%@1417,8%@1420,0%@1420] EMC_FREQ 1%@1866 GR3D_FREQ 0%@1109 VIC_FREQ 115 APE 150 AUX@44C CPU@45.5C thermal@44.45C AO@43.5C GPU@44C PMIC@50C VDD_IN 6103mW/6157mW VDD_CPU_GPU_CV 1472mW/1449mW VDD_SOC 1388mW/1406mW
04-21-2025 15:09:42 RAM 1613/6855MB (lfb 6x2MB) SWAP 231/3427MB (cached 3MB) CPU [16%@1419,9%@1420,91%@1419,0%@1419,9%@1420,8%@1420] EMC_FREQ 1%@1866 GR3D_FREQ 0%@1109 VIC_FREQ 115 APE 150 AUX@44C CPU@45C thermal@44.45C AO@43.5C GPU@44C PMIC@50C VDD_IN 5970mW/6149mW VDD_CPU_GPU_CV 1349mW/1445mW VDD_SOC 1388mW/1405mW
04-21-2025 15:09:42 RAM 1617/6855MB (lfb 6x2MB) SWAP 231/3427MB (cached 3MB) CPU [18%@1419,15%@1420,100%@1419,0%@1420,8%@1420,9%@1420] EMC_FREQ 1%@1866 GR3D_FREQ 0%@1109 VIC_FREQ 115 APE 150 AUX@44C CPU@45C thermal@44.45C AO@43.5C GPU@44C PMIC@50C VDD_IN 5980mW/6142mW VDD_CPU_GPU_CV 1349mW/1441mW VDD_SOC 1388mW/1404mW
04-21-2025 15:09:42 RAM 1619/6855MB (lfb 6x2MB) SWAP 231/3427MB (cached 3MB) CPU [25%@1420,0%@1419,100%@1420,0%@1420,0%@1418,0%@1420] EMC_FREQ 1%@1866 GR3D_FREQ 0%@1109 VIC_FREQ 115 APE 150 AUX@44C CPU@45.5C thermal@44.45C AO@43.5C GPU@44C PMIC@50C VDD_IN 6103mW/6140mW VDD_CPU_GPU_CV 1431mW/1440mW VDD_SOC 1388mW/1404mW
04-21-2025 15:09:42 RAM 1620/6855MB (lfb 6x2MB) SWAP 231/3427MB (cached 3MB) CPU [25%@1420,9%@1420,100%@1420,0%@1420,60%@1419,9%@1420] EMC_FREQ 0%@1866 GR3D_FREQ 0%@1109 VIC_FREQ 115 APE 150 AUX@44C CPU@45.5C thermal@44.45C AO@43.5C GPU@44C PMIC@50C VDD_IN 6184mW/6142mW VDD_CPU_GPU_CV 1513mW/1443mW VDD_SOC 1388mW/1403mW
04-21-2025 15:09:42 RAM 1645/6855MB (lfb 6x2MB) SWAP 231/3427MB (cached 3MB) CPU [5%@1419,4%@1420,95%@1420,0%@1421,38%@1420,4%@1428] EMC_FREQ 0%@1866 GR3D_FREQ 1%@1109 VIC_FREQ 115 APE 150 AUX@44C CPU@45.5C thermal@44.25C AO@43.5C GPU@44C PMIC@50C VDD_IN 6266mW/6147mW VDD_CPU_GPU_CV 1594mW/1449mW VDD_SOC 1388mW/1403mW
04-21-2025 15:09:42 RAM 1671/6855MB (lfb 16x1MB) SWAP 231/3427MB (cached 3MB) CPU [16%@1420,15%@1419,100%@1420,0%@1420,0%@1420,7%@1420] EMC_FREQ 0%@1866 GR3D_FREQ 1%@1109 VIC_FREQ 115 APE 150 AUX@44C CPU@45.5C thermal@44.25C AO@43.5C GPU@44C PMIC@50C VDD_IN 6266mW/6151mW VDD_CPU_GPU_CV 1594mW/1454mW VDD_SOC 1429mW/1404mW
04-21-2025 15:09:42 RAM 1694/6855MB (lfb 13x1MB) SWAP 231/3427MB (cached 3MB) CPU [27%@1415,9%@1419,100%@1420,9%@1420,8%@1420,9%@1420] EMC_FREQ 0%@1866 GR3D_FREQ 0%@1109 VIC_FREQ 115 APE 150 AUX@44C CPU@45.5C thermal@44.25C AO@43.5C GPU@43.5C PMIC@50C VDD_IN 6266mW/6155mW VDD_CPU_GPU_CV 1594mW/1459mW VDD_SOC 1429mW/1404mW
04-21-2025 15:09:43 RAM 1720/6855MB (lfb 16x1MB) SWAP 231/3427MB (cached 3MB) CPU [16%@1420,9%@1420,100%@1420,0%@1419,0%@1420,9%@1420] EMC_FREQ 1%@1866 GR3D_FREQ 0%@1109 VIC_FREQ 115 APE 150 AUX@44C CPU@45.5C thermal@44.25C AO@43.5C GPU@44C PMIC@50C VDD_IN 6216mW/6157mW VDD_CPU_GPU_CV 1554mW/1462mW VDD_SOC 1429mW/1405mW
04-21-2025 15:09:43 RAM 1719/6855MB (lfb 15x1MB) SWAP 231/3427MB (cached 3MB) CPU [10%@1420,9%@1420,100%@1420,0%@1418,0%@1420,0%@1419] EMC_FREQ 0%@1866 GR3D_FREQ 2%@1109 VIC_FREQ 115 APE 150 AUX@44C CPU@45.5C thermal@44.25C AO@43.5C GPU@44C PMIC@50C VDD_IN 6216mW/6159mW VDD_CPU_GPU_CV 1554mW/1465mW VDD_SOC 1429mW/1406mW
04-21-2025 15:09:43 RAM 1728/6855MB (lfb 15x1MB) SWAP 231/3427MB (cached 3MB) CPU [18%@1419,0%@1420,100%@1420,0%@1420,0%@1420,8%@1418] EMC_FREQ 0%@1866 GR3D_FREQ 5%@1109 VIC_FREQ 115 APE 150 AUX@44C CPU@45C thermal@44.25C AO@43.5C GPU@44C PMIC@50C VDD_IN 6216mW/6161mW VDD_CPU_GPU_CV 1554mW/1467mW VDD_SOC 1429mW/1407mW
04-21-2025 15:09:43 RAM 1745/6855MB (lfb 15x1MB) SWAP 231/3427MB (cached 3MB) CPU [33%@1420,16%@1419,100%@1420,0%@1420,8%@1420,16%@1420] EMC_FREQ 0%@1866 GR3D_FREQ 1%@1109 VIC_FREQ 115 APE 150 AUX@44C CPU@45C thermal@44.25C AO@43.5C GPU@44C PMIC@50C VDD_IN 6225mW/6162mW VDD_CPU_GPU_CV 1554mW/1470mW VDD_SOC 1429mW/1407mW
04-21-2025 15:09:43 RAM 1766/6855MB (lfb 15x1MB) SWAP 231/3427MB (cached 3MB) CPU [9%@1414,9%@1419,100%@1419,0%@1421,8%@1412,0%@1413] EMC_FREQ 0%@1866 GR3D_FREQ 1%@1109 VIC_FREQ 115 APE 150 AUX@44C CPU@45C thermal@44.25C AO@43.5C GPU@44C PMIC@50C VDD_IN 6225mW/6164mW VDD_CPU_GPU_CV 1554mW/1472mW VDD_SOC 1429mW/1408mW
04-21-2025 15:09:43 RAM 1782/6855MB (lfb 16x1MB) SWAP 231/3427MB (cached 3MB) CPU [18%@1420,9%@1417,100%@1420,0%@1419,0%@1419,8%@1418] EMC_FREQ 0%@1866 GR3D_FREQ 0%@1109 VIC_FREQ 115 APE 150 AUX@44C CPU@45C thermal@44.25C AO@43.5C GPU@44C PMIC@50C VDD_IN 6184mW/6165mW VDD_CPU_GPU_CV 1513mW/1474mW VDD_SOC 1429mW/1409mW
04-21-2025 15:09:43 RAM 1791/6855MB (lfb 15x1MB) SWAP 231/3427MB (cached 3MB) CPU [10%@1412,9%@1420,100%@1420,9%@1423,0%@1420,0%@1420] EMC_FREQ 1%@1866 GR3D_FREQ 0%@1109 VIC_FREQ 115 APE 150 AUX@44C CPU@45C thermal@44.3C AO@43.5C GPU@44C PMIC@50C VDD_IN 6266mW/6168mW VDD_CPU_GPU_CV 1554mW/1476mW VDD_SOC 1429mW/1409mW
04-21-2025 15:09:43 RAM 1804/6855MB (lfb 15x1MB) SWAP 231/3427MB (cached 3MB) CPU [25%@1419,0%@1420,92%@1420,0%@1420,0%@1420,0%@1421] EMC_FREQ 1%@1866 GR3D_FREQ 2%@1109 VIC_FREQ 115 APE 150 AUX@44C CPU@45C thermal@44.3C AO@43.5C GPU@44C PMIC@50C VDD_IN 6266mW/6170mW VDD_CPU_GPU_CV 1554mW/1478mW VDD_SOC 1429mW/1410mW
04-21-2025 15:09:43 RAM 1813/6855MB (lfb 15x1MB) SWAP 231/3427MB (cached 3MB) CPU [27%@1420,16%@1418,100%@1420,10%@1421,9%@1417,9%@1418] EMC_FREQ 1%@1866 GR3D_FREQ 0%@1109 VIC_FREQ 115 APE 150 AUX@44C CPU@45C thermal@44.3C AO@43.5C GPU@43.5C PMIC@50C VDD_IN 6348mW/6175mW VDD_CPU_GPU_CV 1676mW/1483mW VDD_SOC 1429mW/1410mW
04-21-2025 15:09:44 RAM 1820/6855MB (lfb 15x1MB) SWAP 231/3427MB (cached 3MB) CPU [16%@1418,16%@1420,100%@1420,0%@1420,8%@1420,15%@1420] EMC_FREQ 0%@1866 GR3D_FREQ 0%@1109 VIC_FREQ 115 APE 150 AUX@44C CPU@45C thermal@44.3C AO@43.5C GPU@43.5C PMIC@50C VDD_IN 6348mW/6179mW VDD_CPU_GPU_CV 1676mW/1488mW VDD_SOC 1429mW/1411mW
04-21-2025 15:09:44 RAM 1846/6855MB (lfb 15x1MB) SWAP 231/3427MB (cached 3MB) CPU [9%@1420,0%@1420,100%@1420,9%@1419,0%@1420,16%@1420] EMC_FREQ 0%@1866 GR3D_FREQ 0%@1109 VIC_FREQ 115 APE 150 AUX@44C CPU@45C thermal@44.3C AO@43.5C GPU@44C PMIC@50C VDD_IN 6307mW/6183mW VDD_CPU_GPU_CV 1635mW/1492mW VDD_SOC 1429mW/1411mW
04-21-2025 15:09:44 RAM 1845/6855MB (lfb 15x1MB) SWAP 231/3427MB (cached 3MB) CPU [25%@1421,8%@1420,100%@1421,0%@1420,0%@1420,9%@1420] EMC_FREQ 0%@1866 GR3D_FREQ 0%@1109 VIC_FREQ 115 APE 150 AUX@44C CPU@45C thermal@44.3C AO@43.5C GPU@43.5C PMIC@50C VDD_IN 6134mW/6181mW VDD_CPU_GPU_CV 1472mW/1491mW VDD_SOC 1388mW/1410mW
04-21-2025 15:09:44 RAM 1852/6855MB (lfb 16x1MB) SWAP 231/3427MB (cached 3MB) CPU [10%@1417,72%@1417,25%@1420,8%@1420,9%@1419,9%@1420] EMC_FREQ 0%@1866 GR3D_FREQ 2%@1109 VIC_FREQ 115 APE 150 AUX@44C CPU@45C thermal@44.3C AO@43.5C GPU@44C PMIC@50C VDD_IN 6216mW/6182mW VDD_CPU_GPU_CV 1513mW/1492mW VDD_SOC 1429mW/1411mW
04-21-2025 15:09:44 RAM 1862/6855MB (lfb 16x1MB) SWAP 231/3427MB (cached 3MB) CPU [18%@1421,100%@1419,0%@1420,9%@1420,8%@1420,0%@1420] EMC_FREQ 0%@1866 GR3D_FREQ 3%@1109 VIC_FREQ 115 APE 150 AUX@44C CPU@45C thermal@44.3C AO@43.5C GPU@43.5C PMIC@50C VDD_IN 6266mW/6184mW VDD_CPU_GPU_CV 1594mW/1494mW VDD_SOC 1429mW/1411mW
04-21-2025 15:09:44 RAM 1879/6855MB (lfb 16x1MB) SWAP 231/3427MB (cached 3MB) CPU [35%@1420,100%@1418,0%@1420,8%@1420,8%@1420,8%@1420] EMC_FREQ 0%@1866 GR3D_FREQ 0%@1109 VIC_FREQ 115 APE 150 AUX@44C CPU@45C thermal@44.3C AO@43.5C GPU@43.5C PMIC@50C VDD_IN 6266mW/6186mW VDD_CPU_GPU_CV 1594mW/1496mW VDD_SOC 1429mW/1412mW
04-21-2025 15:09:44 RAM 1897/6855MB (lfb 16x1MB) SWAP 231/3427MB (cached 3MB) CPU [10%@1419,100%@1420,0%@1420,0%@1420,0%@1420,9%@1420] EMC_FREQ 0%@1866 GR3D_FREQ 0%@1109 VIC_FREQ 115 APE 150 AUX@44C CPU@45.5C thermal@44.3C AO@43.5C GPU@43.5C PMIC@50C VDD_IN 6225mW/6187mW VDD_CPU_GPU_CV 1554mW/1498mW VDD_SOC 1429mW/1412mW
04-21-2025 15:09:44 RAM 1915/6855MB (lfb 16x1MB) SWAP 231/3427MB (cached 3MB) CPU [18%@1420,91%@1420,0%@1420,16%@1419,0%@1420,16%@1420] EMC_FREQ 0%@1866 GR3D_FREQ 1%@1109 VIC_FREQ 115 APE 150 AUX@44C CPU@45.5C thermal@44.15C AO@43.5C GPU@43.5C PMIC@50C VDD_IN 6225mW/6188mW VDD_CPU_GPU_CV 1554mW/1499mW VDD_SOC 1429mW/1412mW
04-21-2025 15:09:44 RAM 1928/6855MB (lfb 15x1MB) SWAP 231/3427MB (cached 3MB) CPU [33%@1418,100%@1420,0%@1419,9%@1420,8%@1420,10%@1422] EMC_FREQ 0%@1866 GR3D_FREQ 0%@1109 VIC_FREQ 115 APE 150 AUX@44C CPU@45.5C thermal@44.15C AO@43C GPU@43.5C PMIC@50C VDD_IN 6266mW/6189mW VDD_CPU_GPU_CV 1594mW/1501mW VDD_SOC 1429mW/1413mW
04-21-2025 15:09:45 RAM 1948/6855MB (lfb 15x1MB) SWAP 231/3427MB (cached 3MB) CPU [9%@1424,100%@1420,0%@1420,9%@1420,0%@1420,8%@1424] EMC_FREQ 0%@1866 GR3D_FREQ 1%@1109 VIC_FREQ 115 APE 150 AUX@44C CPU@45C thermal@44.15C AO@43.5C GPU@43.5C PMIC@50C VDD_IN 6257mW/6191mW VDD_CPU_GPU_CV 1554mW/1502mW VDD_SOC 1429mW/1413mW
04-21-2025 15:09:45 RAM 1960/6855MB (lfb 15x1MB) SWAP 231/3427MB (cached 3MB) CPU [9%@1414,100%@1419,0%@1421,8%@1413,16%@1415,0%@1420] EMC_FREQ 0%@1866 GR3D_FREQ 1%@1109 VIC_FREQ 115 APE 150 AUX@44C CPU@45.5C thermal@44.15C AO@43.5C GPU@44C PMIC@50C VDD_IN 6266mW/6192mW VDD_CPU_GPU_CV 1554mW/1503mW VDD_SOC 1429mW/1413mW
04-21-2025 15:09:45 RAM 1981/6855MB (lfb 15x1MB) SWAP 231/3427MB (cached 3MB) CPU [18%@1420,100%@1420,0%@1420,9%@1420,9%@1420,16%@1423] EMC_FREQ 0%@1866 GR3D_FREQ 1%@1109 VIC_FREQ 115 APE 150 AUX@44C CPU@45.5C thermal@44.15C AO@43C GPU@43.5C PMIC@50C VDD_IN 6225mW/6193mW VDD_CPU_GPU_CV 1554mW/1504mW VDD_SOC 1429mW/1414mW
04-21-2025 15:09:45 RAM 1996/6855MB (lfb 15x1MB) SWAP 231/3427MB (cached 3MB) CPU [18%@1419,100%@1420,15%@1420,0%@1420,0%@1418,16%@1420] EMC_FREQ 0%@1866 GR3D_FREQ 0%@1109 VIC_FREQ 115 APE 150 AUX@44C CPU@45.5C thermal@44.15C AO@43.5C GPU@44C PMIC@50C VDD_IN 6266mW/6194mW VDD_CPU_GPU_CV 1554mW/1505mW VDD_SOC 1429mW/1414mW
04-21-2025 15:09:45 RAM 2014/6855MB (lfb 15x1MB) SWAP 231/3427MB (cached 3MB) CPU [16%@1420,100%@1420,9%@1413,8%@1420,8%@1421,9%@1421] EMC_FREQ 0%@1866 GR3D_FREQ 0%@1109 VIC_FREQ 115 APE 150 AUX@43.5C CPU@45.5C thermal@44.15C AO@43C GPU@43.5C PMIC@50C VDD_IN 6225mW/6195mW VDD_CPU_GPU_CV 1554mW/1506mW VDD_SOC 1429mW/1414mW
04-21-2025 15:09:45 RAM 2028/6855MB (lfb 15x1MB) SWAP 231/3427MB (cached 3MB) CPU [10%@1420,100%@1420,0%@1419,0%@1422,0%@1420,0%@1415] EMC_FREQ 0%@1866 GR3D_FREQ 0%@1109 VIC_FREQ 115 APE 150 AUX@44C CPU@45C thermal@44.15C AO@43.5C GPU@43.5C PMIC@50C VDD_IN 6225mW/6195mW VDD_CPU_GPU_CV 1554mW/1507mW VDD_SOC 1429mW/1415mW
04-21-2025 15:09:45 RAM 2041/6855MB (lfb 15x1MB) SWAP 231/3427MB (cached 3MB) CPU [16%@1421,100%@1418,0%@1419,0%@1420,16%@1420,0%@1420] EMC_FREQ 0%@1866 GR3D_FREQ 1%@1109 VIC_FREQ 115 APE 150 AUX@44C CPU@45.5C thermal@44.15C AO@43C GPU@43.5C PMIC@50C VDD_IN 6266mW/6197mW VDD_CPU_GPU_CV 1554mW/1508mW VDD_SOC 1429mW/1415mW
04-21-2025 15:09:45 RAM 2056/6855MB (lfb 14x1MB) SWAP 231/3427MB (cached 3MB) CPU [18%@1419,91%@1418,0%@1421,9%@1420,16%@1420,0%@1419] EMC_FREQ 0%@1866 GR3D_FREQ 0%@1109 VIC_FREQ 115 APE 150 AUX@43.5C CPU@45C thermal@43.95C AO@43C GPU@44C PMIC@50C VDD_IN 6266mW/6198mW VDD_CPU_GPU_CV 1594mW/1509mW VDD_SOC 1429mW/1415mW
04-21-2025 15:09:45 RAM 2070/6855MB (lfb 16x1MB) SWAP 231/3427MB (cached 3MB) CPU [20%@1419,100%@1420,0%@1419,9%@1420,0%@1420,25%@1420] EMC_FREQ 0%@1866 GR3D_FREQ 3%@1109 VIC_FREQ 115 APE 150 AUX@44C CPU@45C thermal@43.95C AO@43.5C GPU@43.5C PMIC@50C VDD_IN 6307mW/6200mW VDD_CPU_GPU_CV 1635mW/1511mW VDD_SOC 1429mW/1415mW
04-21-2025 15:09:46 RAM 2083/6855MB (lfb 16x1MB) SWAP 231/3427MB (cached 3MB) CPU [9%@1420,90%@1416,8%@1416,9%@1417,0%@1421,0%@1420] EMC_FREQ 0%@1866 GR3D_FREQ 5%@1109 VIC_FREQ 115 APE 150 AUX@44C CPU@45C thermal@43.95C AO@43C GPU@43.5C PMIC@50C VDD_IN 6266mW/6201mW VDD_CPU_GPU_CV 1594mW/1513mW VDD_SOC 1429mW/1416mW
