04-21-2025 12:36:50 RAM 3932/30587MB (lfb 77x4MB) SWAP 31/15294MB (cached 0MB) CPU [42%@2201,23%@2201,100%@2201,29%@2201,37%@729,27%@729,29%@806,27%@729,44%@729,29%@729,33%@729,29%@729] EMC_FREQ 1%@2133 GR3D_FREQ 0%@305 GR3D2_FREQ 0%@305 VIC_FREQ 115 APE 174 CV0@-256C CPU@50.562C Tboard@38C SOC2@46.062C Tdiode@39.5C SOC0@46.875C CV1@-256C GPU@46C tj@50.562C SOC1@47.156C CV2@-256C VDD_GPU_SOC 2780mW/2780mW VDD_CPU_CV 2780mW/2780mW VIN_SYS_5V0 4737mW/4737mW NC 0mW/0mW VDDQ_VDD2_1V8AO 1108mW/1108mW NC 0mW/0mW
04-21-2025 12:36:51 RAM 4056/30587MB (lfb 77x4MB) SWAP 31/15294MB (cached 0MB) CPU [21%@2201,6%@2201,100%@2201,6%@2201,14%@729,0%@729,6%@729,0%@729,31%@729,13%@729,0%@729,13%@729] EMC_FREQ 0%@2133 GR3D_FREQ 0%@305 GR3D2_FREQ 0%@305 VIC_FREQ 115 APE 174 CV0@-256C CPU@50.125C Tboard@38C SOC2@45.906C Tdiode@39.75C SOC0@47.031C CV1@-256C GPU@45.562C tj@50.125C SOC1@47.25C CV2@-256C VDD_GPU_SOC 2780mW/2780mW VDD_CPU_CV 2383mW/2747mW VIN_SYS_5V0 4636mW/4694mW NC 0mW/0mW VDDQ_VDD2_1V8AO 1008mW/1058mW NC 0mW/0mW
04-21-2025 12:36:51 RAM 4062/30587MB (lfb 77x4MB) SWAP 31/15294MB (cached 0MB) CPU [20%@2201,0%@2201,100%@2201,7%@2201,14%@729,7%@729,0%@729,0%@729,14%@729,0%@729,0%@729,0%@729] EMC_FREQ 1%@2133 GR3D_FREQ 0%@305 GR3D2_FREQ 0%@305 VIC_FREQ 115 APE 174 CV0@-256C CPU@50.406C Tboard@38C SOC2@45.906C Tdiode@39.75C SOC0@46.812C CV1@-256C GPU@45.75C tj@50.343C SOC1@47.562C CV2@-256C VDD_GPU_SOC 2780mW/2780mW VDD_CPU_CV 2383mW/2719mW VIN_SYS_5V0 4737mW/4698mW NC 0mW/0mW VDDQ_VDD2_1V8AO 1108mW/1061mW NC 0mW/0mW
04-21-2025 12:36:51 RAM 4067/30587MB (lfb 77x4MB) SWAP 31/15294MB (cached 0MB) CPU [20%@2201,0%@2201,100%@2201,0%@2201,13%@729,0%@729,6%@729,0%@729,13%@729,16%@729,0%@729,6%@729] EMC_FREQ 1%@2133 GR3D_FREQ 0%@305 GR3D2_FREQ 0%@305 VIC_FREQ 115 APE 174 CV0@-256C CPU@50.375C Tboard@38C SOC2@45.906C Tdiode@39.75C SOC0@46.906C CV1@-256C GPU@46C tj@50.375C SOC1@47.125C CV2@-256C VDD_GPU_SOC 2780mW/2780mW VDD_CPU_CV 2383mW/2695mW VIN_SYS_5V0 4737mW/4700mW NC 0mW/0mW VDDQ_VDD2_1V8AO 1108mW/1065mW NC 0mW/0mW
04-21-2025 12:36:52 RAM 4073/30587MB (lfb 77x4MB) SWAP 31/15294MB (cached 0MB) CPU [7%@2201,0%@2201,100%@2201,0%@2201,20%@729,7%@729,0%@729,7%@729,0%@729,0%@729,0%@729,7%@729] EMC_FREQ 1%@2133 GR3D_FREQ 0%@305 GR3D2_FREQ 0%@305 VIC_FREQ 115 APE 174 CV0@-256C CPU@50.406C Tboard@38C SOC2@45.906C Tdiode@39.75C SOC0@46.875C CV1@-256C GPU@45.875C tj@50.406C SOC1@47.125C CV2@-256C VDD_GPU_SOC 2780mW/2780mW VDD_CPU_CV 2383mW/2674mW VIN_SYS_5V0 4636mW/4696mW NC 0mW/0mW VDDQ_VDD2_1V8AO 1008mW/1061mW NC 0mW/0mW
04-21-2025 12:36:52 RAM 4074/30587MB (lfb 77x4MB) SWAP 31/15294MB (cached 0MB) CPU [15%@2201,13%@2201,100%@2201,7%@2201,21%@729,0%@729,7%@729,0%@729,9%@729,7%@729,14%@729,0%@729] EMC_FREQ 0%@2133 GR3D_FREQ 0%@305 GR3D2_FREQ 0%@305 VIC_FREQ 115 APE 174 CV0@-256C CPU@50.375C Tboard@38C SOC2@46C Tdiode@39.5C SOC0@46.812C CV1@-256C GPU@45.75C tj@50.375C SOC1@47.156C CV2@-256C VDD_GPU_SOC 2780mW/2780mW VDD_CPU_CV 2383mW/2656mW VIN_SYS_5V0 4636mW/4692mW NC 0mW/0mW VDDQ_VDD2_1V8AO 1008mW/1058mW NC 0mW/0mW
04-21-2025 12:36:52 RAM 4076/30587MB (lfb 77x4MB) SWAP 31/15294MB (cached 0MB) CPU [16%@2201,0%@2201,100%@2201,0%@2201,23%@729,7%@729,0%@729,0%@729,8%@729,0%@729,7%@729,0%@729] EMC_FREQ 0%@2133 GR3D_FREQ 0%@305 GR3D2_FREQ 0%@305 VIC_FREQ 115 APE 174 CV0@-256C CPU@50.406C Tboard@38C SOC2@45.968C Tdiode@39.5C SOC0@46.843C CV1@-256C GPU@45.718C tj@50.406C SOC1@47.093C CV2@-256C VDD_GPU_SOC 2780mW/2780mW VDD_CPU_CV 2383mW/2640mW VIN_SYS_5V0 4636mW/4689mW NC 0mW/0mW VDDQ_VDD2_1V8AO 1008mW/1055mW NC 0mW/0mW
04-21-2025 12:36:52 RAM 4084/30587MB (lfb 77x4MB) SWAP 31/15294MB (cached 0MB) CPU [9%@2201,7%@2201,100%@2201,7%@2201,15%@729,7%@729,7%@729,0%@729,21%@729,0%@729,0%@729,13%@729] EMC_FREQ 0%@2133 GR3D_FREQ 0%@305 GR3D2_FREQ 0%@305 VIC_FREQ 115 APE 174 CV0@-256C CPU@50.406C Tboard@38C SOC2@45.937C Tdiode@39.5C SOC0@46.875C CV1@-256C GPU@46.156C tj@50.406C SOC1@47.125C CV2@-256C VDD_GPU_SOC 2780mW/2780mW VDD_CPU_CV 2383mW/2625mW VIN_SYS_5V0 4636mW/4686mW NC 0mW/0mW VDDQ_VDD2_1V8AO 1008mW/1052mW NC 0mW/0mW
04-21-2025 12:36:52 RAM 4084/30587MB (lfb 77x4MB) SWAP 31/15294MB (cached 0MB) CPU [20%@2201,0%@2201,100%@2201,0%@2201,20%@729,0%@729,12%@729,6%@729,14%@729,6%@729,6%@729,7%@729] EMC_FREQ 1%@2133 GR3D_FREQ 0%@305 GR3D2_FREQ 0%@305 VIC_FREQ 115 APE 174 CV0@-256C CPU@50.406C Tboard@38C SOC2@46C Tdiode@39.5C SOC0@46.843C CV1@-256C GPU@46C tj@50.406C SOC1@47.25C CV2@-256C VDD_GPU_SOC 2780mW/2780mW VDD_CPU_CV 2383mW/2612mW VIN_SYS_5V0 4737mW/4689mW NC 0mW/0mW VDDQ_VDD2_1V8AO 1108mW/1055mW NC 0mW/0mW
04-21-2025 12:36:52 RAM 4089/30587MB (lfb 77x4MB) SWAP 31/15294MB (cached 0MB) CPU [8%@2201,0%@2201,100%@2201,0%@2201,21%@729,0%@729,7%@729,0%@729,7%@729,0%@729,7%@729,7%@729] EMC_FREQ 1%@2133 GR3D_FREQ 0%@305 GR3D2_FREQ 0%@305 VIC_FREQ 115 APE 174 CV0@-256C CPU@50.406C Tboard@38C SOC2@46.062C Tdiode@39.75C SOC0@47.062C CV1@-256C GPU@46.062C tj@50.125C SOC1@47.375C CV2@-256C VDD_GPU_SOC 2780mW/2780mW VDD_CPU_CV 2383mW/2601mW VIN_SYS_5V0 4737mW/4691mW NC 0mW/0mW VDDQ_VDD2_1V8AO 1108mW/1058mW NC 0mW/0mW
04-21-2025 12:36:52 RAM 4100/30587MB (lfb 77x4MB) SWAP 31/15294MB (cached 0MB) CPU [26%@2201,7%@2201,100%@2201,0%@2201,0%@729,7%@729,15%@729,7%@729,15%@729,0%@729,14%@729,0%@729] EMC_FREQ 1%@2133 GR3D_FREQ 0%@305 GR3D2_FREQ 0%@305 VIC_FREQ 115 APE 174 CV0@-256C CPU@50.062C Tboard@38C SOC2@45.937C Tdiode@39.75C SOC0@46.843C CV1@-256C GPU@45.718C tj@50.312C SOC1@47.343C CV2@-256C VDD_GPU_SOC 2780mW/2780mW VDD_CPU_CV 2383mW/2591mW VIN_SYS_5V0 4737mW/4693mW NC 0mW/0mW VDDQ_VDD2_1V8AO 1008mW/1055mW NC 0mW/0mW
04-21-2025 12:36:52 RAM 4102/30587MB (lfb 77x4MB) SWAP 31/15294MB (cached 0MB) CPU [21%@2201,7%@2201,100%@2201,7%@2201,8%@729,0%@729,20%@729,7%@729,21%@729,0%@729,0%@729,7%@729] EMC_FREQ 1%@2133 GR3D_FREQ 0%@305 GR3D2_FREQ 0%@305 VIC_FREQ 115 APE 174 CV0@-256C CPU@50.093C Tboard@38C SOC2@45.906C Tdiode@39.75C SOC0@46.875C CV1@-256C GPU@46.125C tj@50.406C SOC1@47.468C CV2@-256C VDD_GPU_SOC 2780mW/2780mW VDD_CPU_CV 2383mW/2581mW VIN_SYS_5V0 4636mW/4691mW NC 0mW/0mW VDDQ_VDD2_1V8AO 1008mW/1053mW NC 0mW/0mW
04-21-2025 12:36:53 RAM 4114/30587MB (lfb 77x4MB) SWAP 31/15294MB (cached 0MB) CPU [16%@2201,0%@2201,100%@2201,7%@2201,9%@729,8%@729,8%@729,0%@729,28%@729,0%@729,0%@729,7%@729] EMC_FREQ 0%@2133 GR3D_FREQ 0%@305 GR3D2_FREQ 0%@305 VIC_FREQ 115 APE 174 CV0@-256C CPU@50.406C Tboard@38C SOC2@46.093C Tdiode@39.75C SOC0@46.968C CV1@-256C GPU@46.093C tj@50.125C SOC1@47.218C CV2@-256C VDD_GPU_SOC 2780mW/2780mW VDD_CPU_CV 2383mW/2572mW VIN_SYS_5V0 4636mW/4688mW NC 0mW/0mW VDDQ_VDD2_1V8AO 1008mW/1051mW NC 0mW/0mW
04-21-2025 12:36:53 RAM 4131/30587MB (lfb 77x4MB) SWAP 31/15294MB (cached 0MB) CPU [16%@2201,0%@2201,100%@2201,14%@2201,9%@729,7%@729,0%@729,0%@729,8%@729,7%@729,7%@729,8%@729] EMC_FREQ 1%@2133 GR3D_FREQ 0%@305 GR3D2_FREQ 0%@305 VIC_FREQ 115 APE 174 CV0@-256C CPU@50.125C Tboard@38C SOC2@45.906C Tdiode@39.75C SOC0@46.875C CV1@-256C GPU@46.031C tj@50.437C SOC1@47.437C CV2@-256C VDD_GPU_SOC 2780mW/2780mW VDD_CPU_CV 2383mW/2565mW VIN_SYS_5V0 4737mW/4690mW NC 0mW/0mW VDDQ_VDD2_1V8AO 1008mW/1049mW NC 0mW/0mW
04-21-2025 12:36:53 RAM 4136/30587MB (lfb 77x4MB) SWAP 31/15294MB (cached 0MB) CPU [23%@2201,0%@2201,100%@2201,0%@2201,9%@729,8%@729,8%@729,7%@729,28%@729,7%@729,0%@729,7%@729] EMC_FREQ 1%@2133 GR3D_FREQ 0%@305 GR3D2_FREQ 0%@305 VIC_FREQ 115 APE 174 CV0@-256C CPU@50.468C Tboard@38C SOC2@45.968C Tdiode@39.5C SOC0@47.062C CV1@-256C GPU@45.968C tj@50.156C SOC1@47.156C CV2@-256C VDD_GPU_SOC 2780mW/2780mW VDD_CPU_CV 2383mW/2557mW VIN_SYS_5V0 4737mW/4692mW NC 0mW/0mW VDDQ_VDD2_1V8AO 1008mW/1048mW NC 0mW/0mW
04-21-2025 12:36:53 RAM 4136/30587MB (lfb 77x4MB) SWAP 31/15294MB (cached 0MB) CPU [16%@2201,0%@2201,100%@2201,0%@2201,21%@729,0%@729,7%@729,0%@729,16%@729,7%@729,0%@729,0%@729] EMC_FREQ 1%@2133 GR3D_FREQ 0%@305 GR3D2_FREQ 0%@305 VIC_FREQ 115 APE 174 CV0@-256C CPU@50.593C Tboard@38C SOC2@46C Tdiode@39.5C SOC0@46.906C CV1@-256C GPU@45.625C tj@50.593C SOC1@47.125C CV2@-256C VDD_GPU_SOC 2780mW/2780mW VDD_CPU_CV 2383mW/2551mW VIN_SYS_5V0 4737mW/4694mW NC 0mW/0mW VDDQ_VDD2_1V8AO 1108mW/1050mW NC 0mW/0mW
04-21-2025 12:36:53 RAM 4149/30587MB (lfb 77x4MB) SWAP 31/15294MB (cached 0MB) CPU [21%@2201,0%@2201,100%@2201,0%@2201,16%@729,10%@729,10%@729,0%@729,21%@729,5%@729,0%@729,5%@729] EMC_FREQ 1%@2133 GR3D_FREQ 0%@305 GR3D2_FREQ 0%@305 VIC_FREQ 115 APE 174 CV0@-256C CPU@50.093C Tboard@38C SOC2@45.906C Tdiode@39.5C SOC0@47.062C CV1@-256C GPU@46C tj@50.093C SOC1@47.281C CV2@-256C VDD_GPU_SOC 2780mW/2780mW VDD_CPU_CV 2383mW/2544mW VIN_SYS_5V0 4737mW/4695mW NC 0mW/0mW VDDQ_VDD2_1V8AO 1108mW/1052mW NC 0mW/0mW
04-21-2025 12:36:53 RAM 4157/30587MB (lfb 77x4MB) SWAP 31/15294MB (cached 0MB) CPU [23%@2201,0%@2201,100%@2201,0%@2201,8%@729,0%@729,0%@729,14%@729,15%@729,0%@729,0%@729,20%@729] EMC_FREQ 1%@2133 GR3D_FREQ 0%@305 GR3D2_FREQ 0%@305 VIC_FREQ 115 APE 174 CV0@-256C CPU@50.437C Tboard@38C SOC2@46.125C Tdiode@39.5C SOC0@47C CV1@-256C GPU@45.718C tj@50C SOC1@47.218C CV2@-256C VDD_GPU_SOC 2780mW/2780mW VDD_CPU_CV 2383mW/2539mW VIN_SYS_5V0 4737mW/4697mW NC 0mW/0mW VDDQ_VDD2_1V8AO 1108mW/1054mW NC 0mW/0mW
04-21-2025 12:36:53 RAM 4167/30587MB (lfb 77x4MB) SWAP 31/15294MB (cached 0MB) CPU [15%@2201,0%@2201,100%@2201,0%@2201,8%@729,14%@729,0%@729,0%@729,16%@729,0%@729,14%@729,7%@729] EMC_FREQ 1%@2133 GR3D_FREQ 0%@305 GR3D2_FREQ 0%@305 VIC_FREQ 115 APE 174 CV0@-256C CPU@50.125C Tboard@38C SOC2@45.968C Tdiode@39.75C SOC0@46.968C CV1@-256C GPU@45.875C tj@50.468C SOC1@47.156C CV2@-256C VDD_GPU_SOC 2780mW/2780mW VDD_CPU_CV 2383mW/2533mW VIN_SYS_5V0 4737mW/4698mW NC 0mW/0mW VDDQ_VDD2_1V8AO 1008mW/1052mW NC 0mW/0mW
04-21-2025 12:36:54 RAM 4167/30587MB (lfb 77x4MB) SWAP 31/15294MB (cached 0MB) CPU [16%@2201,0%@2201,100%@2201,0%@2201,28%@729,8%@729,7%@729,14%@729,16%@729,7%@729,8%@729,15%@729] EMC_FREQ 1%@2133 GR3D_FREQ 0%@305 GR3D2_FREQ 0%@305 VIC_FREQ 115 APE 174 CV0@-256C CPU@50.125C Tboard@38C SOC2@45.937C Tdiode@39.75C SOC0@47.093C CV1@-256C GPU@45.812C tj@50.125C SOC1@47.25C CV2@-256C VDD_GPU_SOC 2780mW/2780mW VDD_CPU_CV 2383mW/2528mW VIN_SYS_5V0 4636mW/4696mW NC 0mW/0mW VDDQ_VDD2_1V8AO 1008mW/1051mW NC 0mW/0mW
04-21-2025 12:36:54 RAM 4172/30587MB (lfb 77x4MB) SWAP 31/15294MB (cached 0MB) CPU [9%@2201,0%@2201,100%@2201,0%@2201,23%@729,0%@729,0%@729,8%@729,8%@729,0%@729,0%@729,7%@729] EMC_FREQ 1%@2133 GR3D_FREQ 0%@305 GR3D2_FREQ 0%@305 VIC_FREQ 115 APE 174 CV0@-256C CPU@50.593C Tboard@38C SOC2@45.968C Tdiode@39.5C SOC0@46.875C CV1@-256C GPU@45.75C tj@50.593C SOC1@47.093C CV2@-256C VDD_GPU_SOC 2780mW/2780mW VDD_CPU_CV 2383mW/2523mW VIN_SYS_5V0 4636mW/4694mW NC 0mW/0mW VDDQ_VDD2_1V8AO 1008mW/1049mW NC 0mW/0mW
04-21-2025 12:36:54 RAM 4178/30587MB (lfb 77x4MB) SWAP 31/15294MB (cached 0MB) CPU [23%@2201,0%@2201,100%@2201,0%@2201,8%@729,8%@729,7%@729,7%@729,23%@729,0%@729,0%@729,14%@729] EMC_FREQ 1%@2133 GR3D_FREQ 0%@305 GR3D2_FREQ 0%@305 VIC_FREQ 115 APE 174 CV0@-256C CPU@50.187C Tboard@38C SOC2@45.937C Tdiode@39.5C SOC0@46.843C CV1@-256C GPU@46.125C tj@50.531C SOC1@47.562C CV2@-256C VDD_GPU_SOC 2780mW/2780mW VDD_CPU_CV 2383mW/2519mW VIN_SYS_5V0 4636mW/4692mW NC 0mW/0mW VDDQ_VDD2_1V8AO 1008mW/1048mW NC 0mW/0mW
04-21-2025 12:36:54 RAM 4178/30587MB (lfb 77x4MB) SWAP 31/15294MB (cached 0MB) CPU [20%@2201,0%@2201,100%@2201,0%@2201,14%@729,0%@729,0%@729,6%@729,18%@729,0%@729,0%@729,0%@729] EMC_FREQ 1%@2133 GR3D_FREQ 0%@305 GR3D2_FREQ 0%@305 VIC_FREQ 115 APE 174 CV0@-256C CPU@50.468C Tboard@38C SOC2@45.937C Tdiode@39.75C SOC0@46.968C CV1@-256C GPU@46C tj@50.468C SOC1@47.156C CV2@-256C VDD_GPU_SOC 2780mW/2780mW VDD_CPU_CV 2383mW/2515mW VIN_SYS_5V0 4737mW/4694mW NC 0mW/0mW VDDQ_VDD2_1V8AO 1108mW/1050mW NC 0mW/0mW
04-21-2025 12:36:54 RAM 4179/30587MB (lfb 77x4MB) SWAP 31/15294MB (cached 0MB) CPU [14%@2201,0%@2201,100%@2201,0%@2201,14%@729,13%@729,0%@729,0%@729,21%@729,0%@729,13%@729,0%@729] EMC_FREQ 1%@2133 GR3D_FREQ 0%@305 GR3D2_FREQ 0%@305 VIC_FREQ 115 APE 174 CV0@-256C CPU@50.156C Tboard@38C SOC2@45.906C Tdiode@39.75C SOC0@47.25C CV1@-256C GPU@45.843C tj@50.156C SOC1@47.281C CV2@-256C VDD_GPU_SOC 2780mW/2780mW VDD_CPU_CV 2383mW/2511mW VIN_SYS_5V0 4737mW/4695mW NC 0mW/0mW VDDQ_VDD2_1V8AO 1108mW/1052mW NC 0mW/0mW
04-21-2025 12:36:54 RAM 4206/30587MB (lfb 77x4MB) SWAP 31/15294MB (cached 0MB) CPU [27%@2201,0%@2201,100%@2201,5%@2201,22%@729,16%@729,5%@729,16%@729,6%@729,0%@729,5%@729,10%@729] EMC_FREQ 1%@2133 GR3D_FREQ 0%@305 GR3D2_FREQ 0%@305 VIC_FREQ 115 APE 174 CV0@-256C CPU@50.062C Tboard@38C SOC2@45.875C Tdiode@39.75C SOC0@47.031C CV1@-256C GPU@45.656C tj@50.062C SOC1@47.218C CV2@-256C VDD_GPU_SOC 2780mW/2780mW VDD_CPU_CV 2382mW/2507mW VIN_SYS_5V0 4737mW/4696mW NC 0mW/0mW VDDQ_VDD2_1V8AO 1108mW/1053mW NC 0mW/0mW
