04-21-2025 12:48:00 RAM 3974/30587MB (lfb 12x4MB) SWAP 31/15294MB (cached 0MB) CPU [37%@2201,20%@2201,100%@2201,20%@2201,23%@729,14%@729,13%@729,20%@2201,28%@729,21%@2201,0%@2201,14%@2201] EMC_FREQ 1%@2133 GR3D_FREQ 0%@305 GR3D2_FREQ 0%@305 VIC_FREQ 115 APE 174 CV0@-256C CPU@51.093C Tboard@38C SOC2@46.406C Tdiode@40C SOC0@47.437C CV1@-256C GPU@45.906C tj@50.875C SOC1@47.656C CV2@-256C VDD_GPU_SOC 2780mW/2780mW VDD_CPU_CV 2779mW/2779mW VIN_SYS_5V0 4737mW/4737mW NC 0mW/0mW VDDQ_VDD2_1V8AO 1108mW/1108mW NC 0mW/0mW
04-21-2025 12:48:01 RAM 4098/30587MB (lfb 12x4MB) SWAP 31/15294MB (cached 0MB) CPU [16%@2201,0%@2201,100%@2201,7%@2201,9%@729,7%@729,0%@729,7%@729,21%@729,7%@729,0%@729,14%@729] EMC_FREQ 0%@2133 GR3D_FREQ 0%@305 GR3D2_FREQ 0%@305 VIC_FREQ 115 APE 174 CV0@-256C CPU@50.531C Tboard@38C SOC2@46.375C Tdiode@40C SOC0@47.406C CV1@-256C GPU@46.187C tj@50.531C SOC1@47.75C CV2@-256C VDD_GPU_SOC 2780mW/2780mW VDD_CPU_CV 2383mW/2812mW VIN_SYS_5V0 4737mW/4694mW NC 0mW/0mW VDDQ_VDD2_1V8AO 1008mW/1049mW NC 0mW/0mW
04-21-2025 12:48:01 RAM 4102/30587MB (lfb 12x4MB) SWAP 31/15294MB (cached 0MB) CPU [33%@2201,0%@2201,100%@2201,0%@2201,23%@729,0%@729,8%@729,7%@729,16%@729,0%@729,7%@729,0%@729] EMC_FREQ 1%@2133 GR3D_FREQ 0%@305 GR3D2_FREQ 0%@305 VIC_FREQ 115 APE 174 CV0@-256C CPU@50.5C Tboard@38C SOC2@46.406C Tdiode@40C SOC0@47.281C CV1@-256C GPU@46.343C tj@50.5C SOC1@47.593C CV2@-256C VDD_GPU_SOC 2780mW/2780mW VDD_CPU_CV 2383mW/2779mW VIN_SYS_5V0 4737mW/4698mW NC 0mW/0mW VDDQ_VDD2_1V8AO 1108mW/1054mW NC 0mW/0mW
04-21-2025 12:48:02 RAM 4108/30587MB (lfb 12x4MB) SWAP 31/15294MB (cached 0MB) CPU [21%@2201,7%@2201,100%@2201,0%@2201,21%@729,14%@729,13%@729,0%@729,20%@729,13%@729,0%@729,13%@729] EMC_FREQ 1%@2133 GR3D_FREQ 0%@305 GR3D2_FREQ 0%@305 VIC_FREQ 115 APE 174 CV0@-256C CPU@50.781C Tboard@38C SOC2@46.343C Tdiode@40C SOC0@47.25C CV1@-256C GPU@46.156C tj@50.781C SOC1@47.5C CV2@-256C VDD_GPU_SOC 2780mW/2780mW VDD_CPU_CV 2382mW/2751mW VIN_SYS_5V0 4737mW/4700mW NC 0mW/0mW VDDQ_VDD2_1V8AO 1108mW/1058mW NC 0mW/0mW
04-21-2025 12:48:02 RAM 4114/30587MB (lfb 12x4MB) SWAP 31/15294MB (cached 0MB) CPU [13%@2201,0%@2201,100%@2201,5%@2053,26%@1574,5%@1574,0%@1306,11%@1190,13%@729,6%@729,11%@729,0%@729] EMC_FREQ 1%@2133 GR3D_FREQ 0%@305 GR3D2_FREQ 0%@305 VIC_FREQ 115 APE 174 CV0@-256C CPU@50.718C Tboard@38C SOC2@46.312C Tdiode@39.75C SOC0@47.281C CV1@-256C GPU@46C tj@50.531C SOC1@47.562C CV2@-256C VDD_GPU_SOC 2780mW/2780mW VDD_CPU_CV 2779mW/2753mW VIN_SYS_5V0 4636mW/4696mW NC 0mW/0mW VDDQ_VDD2_1V8AO 1008mW/1054mW NC 0mW/0mW
04-21-2025 12:48:02 RAM 4123/30587MB (lfb 12x4MB) SWAP 31/15294MB (cached 0MB) CPU [26%@2201,0%@2201,100%@2201,7%@2201,15%@1267,7%@1267,7%@1113,0%@1113,15%@883,7%@883,13%@883,7%@883] EMC_FREQ 1%@2133 GR3D_FREQ 0%@305 GR3D2_FREQ 0%@305 VIC_FREQ 115 APE 174 CV0@-256C CPU@50.687C Tboard@38C SOC2@46.375C Tdiode@40C SOC0@47.531C CV1@-256C GPU@46.281C tj@50.562C SOC1@47.625C CV2@-256C VDD_GPU_SOC 2780mW/2780mW VDD_CPU_CV 2779mW/2754mW VIN_SYS_5V0 4636mW/4692mW NC 0mW/0mW VDDQ_VDD2_1V8AO 1008mW/1051mW NC 0mW/0mW
04-21-2025 12:48:02 RAM 4119/30587MB (lfb 12x4MB) SWAP 31/15294MB (cached 0MB) CPU [16%@2201,0%@2201,100%@2201,0%@2201,16%@729,0%@729,0%@729,7%@729,23%@729,0%@729,0%@729,0%@729] EMC_FREQ 0%@2133 GR3D_FREQ 0%@305 GR3D2_FREQ 0%@305 VIC_FREQ 115 APE 174 CV0@-256C CPU@50.593C Tboard@38C SOC2@46.406C Tdiode@40C SOC0@47.343C CV1@-256C GPU@46.437C tj@50.593C SOC1@47.625C CV2@-256C VDD_GPU_SOC 2780mW/2780mW VDD_CPU_CV 2779mW/2756mW VIN_SYS_5V0 4636mW/4689mW NC 0mW/0mW VDDQ_VDD2_1V8AO 1008mW/1049mW NC 0mW/0mW
04-21-2025 12:48:02 RAM 4122/30587MB (lfb 12x4MB) SWAP 31/15294MB (cached 0MB) CPU [30%@2201,7%@2201,100%@2201,7%@2201,28%@729,0%@729,0%@729,7%@729,23%@729,7%@729,14%@729,14%@729] EMC_FREQ 0%@2133 GR3D_FREQ 0%@305 GR3D2_FREQ 0%@305 VIC_FREQ 115 APE 174 CV0@-256C CPU@50.375C Tboard@38C SOC2@46.437C Tdiode@40C SOC0@47.312C CV1@-256C GPU@46.375C tj@50.375C SOC1@47.5C CV2@-256C VDD_GPU_SOC 2780mW/2780mW VDD_CPU_CV 2779mW/2757mW VIN_SYS_5V0 4737mW/4692mW NC 0mW/0mW VDDQ_VDD2_1V8AO 1108mW/1052mW NC 0mW/0mW
04-21-2025 12:48:02 RAM 4124/30587MB (lfb 12x4MB) SWAP 31/15294MB (cached 0MB) CPU [23%@2201,0%@2201,100%@2201,0%@2201,16%@729,7%@729,0%@729,0%@729,23%@729,8%@729,15%@729,8%@729] EMC_FREQ 1%@2133 GR3D_FREQ 0%@305 GR3D2_FREQ 0%@305 VIC_FREQ 115 APE 174 CV0@-256C CPU@50.718C Tboard@38C SOC2@46.343C Tdiode@40C SOC0@47.281C CV1@-256C GPU@46.093C tj@50.5C SOC1@47.531C CV2@-256C VDD_GPU_SOC 2780mW/2780mW VDD_CPU_CV 2382mW/2737mW VIN_SYS_5V0 4737mW/4694mW NC 0mW/0mW VDDQ_VDD2_1V8AO 1108mW/1055mW NC 0mW/0mW
04-21-2025 12:48:02 RAM 4131/30587MB (lfb 12x4MB) SWAP 31/15294MB (cached 0MB) CPU [23%@2201,0%@2201,100%@2201,0%@2201,21%@729,0%@729,7%@729,0%@729,15%@729,7%@729,0%@729,0%@729] EMC_FREQ 1%@2133 GR3D_FREQ 0%@305 GR3D2_FREQ 0%@305 VIC_FREQ 115 APE 174 CV0@-256C CPU@50.375C Tboard@38C SOC2@46.406C Tdiode@39.75C SOC0@47.281C CV1@-256C GPU@46C tj@50.375C SOC1@47.593C CV2@-256C VDD_GPU_SOC 2780mW/2780mW VDD_CPU_CV 2382mW/2719mW VIN_SYS_5V0 4737mW/4696mW NC 0mW/0mW VDDQ_VDD2_1V8AO 1108mW/1058mW NC 0mW/0mW
04-21-2025 12:48:03 RAM 4138/30587MB (lfb 12x4MB) SWAP 31/15294MB (cached 0MB) CPU [8%@2201,0%@2201,100%@2201,7%@2201,26%@729,0%@729,0%@729,7%@729,15%@729,7%@729,0%@729,0%@729] EMC_FREQ 1%@2133 GR3D_FREQ 0%@305 GR3D2_FREQ 0%@305 VIC_FREQ 115 APE 174 CV0@-256C CPU@50.468C Tboard@38C SOC2@46.281C Tdiode@39.75C SOC0@47.5C CV1@-256C GPU@46.156C tj@50.468C SOC1@47.593C CV2@-256C VDD_GPU_SOC 2780mW/2780mW VDD_CPU_CV 2382mW/2703mW VIN_SYS_5V0 4737mW/4698mW NC 0mW/0mW VDDQ_VDD2_1V8AO 1008mW/1055mW NC 0mW/0mW
04-21-2025 12:48:03 RAM 4140/30587MB (lfb 12x4MB) SWAP 31/15294MB (cached 0MB) CPU [23%@2201,0%@2327,100%@2201,7%@2201,15%@729,0%@729,7%@729,7%@729,23%@729,7%@729,0%@729,20%@729] EMC_FREQ 1%@2133 GR3D_FREQ 0%@305 GR3D2_FREQ 0%@305 VIC_FREQ 115 APE 174 CV0@-256C CPU@50.781C Tboard@38C SOC2@46.343C Tdiode@40C SOC0@47.25C CV1@-256C GPU@46.187C tj@50.781C SOC1@47.843C CV2@-256C VDD_GPU_SOC 2779mW/2779mW VDD_CPU_CV 2779mW/2707mW VIN_SYS_5V0 4636mW/4695mW NC 0mW/0mW VDDQ_VDD2_1V8AO 1008mW/1053mW NC 0mW/0mW
04-21-2025 12:48:03 RAM 4171/30587MB (lfb 12x4MB) SWAP 31/15294MB (cached 0MB) CPU [25%@2201,6%@2082,100%@2201,7%@2201,7%@729,6%@729,6%@729,0%@729,14%@729,13%@729,12%@729,7%@729] EMC_FREQ 1%@2133 GR3D_FREQ 0%@305 GR3D2_FREQ 0%@305 VIC_FREQ 115 APE 174 CV0@-256C CPU@50.718C Tboard@38C SOC2@46.25C Tdiode@40C SOC0@47.25C CV1@-256C GPU@46.062C tj@50.718C SOC1@47.625C CV2@-256C VDD_GPU_SOC 2779mW/2779mW VDD_CPU_CV 2779mW/2710mW VIN_SYS_5V0 4737mW/4697mW NC 0mW/0mW VDDQ_VDD2_1V8AO 1008mW/1051mW NC 0mW/0mW
04-21-2025 12:48:03 RAM 4174/30587MB (lfb 12x4MB) SWAP 31/15294MB (cached 0MB) CPU [21%@2201,0%@2201,100%@2201,6%@2201,26%@729,0%@729,0%@729,0%@729,20%@729,0%@729,0%@729,0%@729] EMC_FREQ 1%@2133 GR3D_FREQ 0%@305 GR3D2_FREQ 0%@305 VIC_FREQ 115 APE 174 CV0@-256C CPU@50.406C Tboard@38C SOC2@46.187C Tdiode@40C SOC0@47.437C CV1@-256C GPU@46.062C tj@50.406C SOC1@47.562C CV2@-256C VDD_GPU_SOC 2779mW/2779mW VDD_CPU_CV 2779mW/2713mW VIN_SYS_5V0 4737mW/4699mW NC 0mW/0mW VDDQ_VDD2_1V8AO 1008mW/1049mW NC 0mW/0mW
04-21-2025 12:48:03 RAM 4176/30587MB (lfb 12x4MB) SWAP 31/15294MB (cached 0MB) CPU [21%@2201,0%@2201,100%@2201,0%@2201,15%@729,7%@729,0%@729,0%@729,15%@729,13%@729,0%@729,18%@729] EMC_FREQ 1%@2133 GR3D_FREQ 0%@305 GR3D2_FREQ 0%@305 VIC_FREQ 115 APE 174 CV0@-256C CPU@50.687C Tboard@38C SOC2@46.437C Tdiode@40C SOC0@47.312C CV1@-256C GPU@46.531C tj@50.687C SOC1@47.531C CV2@-256C VDD_GPU_SOC 2779mW/2779mW VDD_CPU_CV 2382mW/2699mW VIN_SYS_5V0 4737mW/4700mW NC 0mW/0mW VDDQ_VDD2_1V8AO 1108mW/1052mW NC 0mW/0mW
04-21-2025 12:48:03 RAM 4181/30587MB (lfb 12x4MB) SWAP 31/15294MB (cached 0MB) CPU [26%@2201,0%@2201,100%@2201,0%@2201,14%@729,6%@729,0%@729,6%@729,26%@729,6%@729,0%@729,7%@729] EMC_FREQ 1%@2133 GR3D_FREQ 0%@305 GR3D2_FREQ 0%@305 VIC_FREQ 115 APE 174 CV0@-256C CPU@50.437C Tboard@38C SOC2@46.281C Tdiode@40C SOC0@47.343C CV1@-256C GPU@46.562C tj@50.437C SOC1@47.625C CV2@-256C VDD_GPU_SOC 2779mW/2779mW VDD_CPU_CV 2382mW/2687mW VIN_SYS_5V0 4737mW/4702mW NC 0mW/0mW VDDQ_VDD2_1V8AO 1108mW/1054mW NC 0mW/0mW
04-21-2025 12:48:03 RAM 4192/30587MB (lfb 12x4MB) SWAP 31/15294MB (cached 0MB) CPU [28%@2201,0%@2201,100%@2201,7%@2201,15%@729,0%@729,7%@729,0%@729,33%@729,0%@729,0%@729,0%@729] EMC_FREQ 1%@2133 GR3D_FREQ 0%@305 GR3D2_FREQ 0%@305 VIC_FREQ 115 APE 174 CV0@-256C CPU@50.406C Tboard@38C SOC2@46.343C Tdiode@40C SOC0@47.593C CV1@-256C GPU@46C tj@50.593C SOC1@47.718C CV2@-256C VDD_GPU_SOC 2780mW/2779mW VDD_CPU_CV 2382mW/2676mW VIN_SYS_5V0 4737mW/4703mW NC 0mW/0mW VDDQ_VDD2_1V8AO 1108mW/1056mW NC 0mW/0mW
04-21-2025 12:48:03 RAM 4202/30587MB (lfb 12x4MB) SWAP 31/15294MB (cached 0MB) CPU [16%@2201,7%@2201,100%@2201,0%@2201,23%@729,14%@729,7%@729,0%@729,8%@729,14%@729,7%@729,7%@729] EMC_FREQ 1%@2133 GR3D_FREQ 0%@305 GR3D2_FREQ 0%@305 VIC_FREQ 115 APE 174 CV0@-256C CPU@50.437C Tboard@38C SOC2@46.281C Tdiode@40C SOC0@47.437C CV1@-256C GPU@46.281C tj@50.437C SOC1@47.593C CV2@-256C VDD_GPU_SOC 2780mW/2779mW VDD_CPU_CV 2382mW/2665mW VIN_SYS_5V0 4737mW/4704mW NC 0mW/0mW VDDQ_VDD2_1V8AO 1108mW/1058mW NC 0mW/0mW
04-21-2025 12:48:04 RAM 4207/30587MB (lfb 12x4MB) SWAP 31/15294MB (cached 0MB) CPU [21%@2201,0%@2201,100%@2201,0%@2201,15%@729,0%@729,7%@729,0%@729,26%@729,0%@729,7%@729,7%@729] EMC_FREQ 1%@2133 GR3D_FREQ 0%@305 GR3D2_FREQ 0%@305 VIC_FREQ 115 APE 174 CV0@-256C CPU@50.687C Tboard@38C SOC2@46.312C Tdiode@40C SOC0@47.312C CV1@-256C GPU@46.062C tj@50.687C SOC1@47.468C CV2@-256C VDD_GPU_SOC 2780mW/2779mW VDD_CPU_CV 2382mW/2656mW VIN_SYS_5V0 4737mW/4705mW NC 0mW/0mW VDDQ_VDD2_1V8AO 1108mW/1059mW NC 0mW/0mW
04-21-2025 12:48:04 RAM 4210/30587MB (lfb 12x4MB) SWAP 31/15294MB (cached 0MB) CPU [20%@2201,0%@2201,100%@2201,6%@2201,20%@729,0%@729,6%@729,0%@729,7%@729,0%@729,13%@729,12%@729] EMC_FREQ 1%@2133 GR3D_FREQ 0%@305 GR3D2_FREQ 0%@305 VIC_FREQ 115 APE 174 CV0@-256C CPU@50.687C Tboard@38C SOC2@46.312C Tdiode@40C SOC0@47.281C CV1@-256C GPU@46.406C tj@50.406C SOC1@47.437C CV2@-256C VDD_GPU_SOC 2780mW/2779mW VDD_CPU_CV 2382mW/2646mW VIN_SYS_5V0 4737mW/4706mW NC 0mW/0mW VDDQ_VDD2_1V8AO 1008mW/1058mW NC 0mW/0mW
04-21-2025 12:48:04 RAM 4217/30587MB (lfb 12x4MB) SWAP 31/15294MB (cached 0MB) CPU [20%@2201,6%@2201,100%@2201,6%@2201,18%@729,6%@729,0%@729,6%@729,20%@729,11%@729,12%@729,11%@729] EMC_FREQ 1%@2133 GR3D_FREQ 0%@305 GR3D2_FREQ 0%@305 VIC_FREQ 115 APE 174 CV0@-256C CPU@50.593C Tboard@38C SOC2@46.312C Tdiode@40C SOC0@47.593C CV1@-256C GPU@46.281C tj@50.593C SOC1@47.812C CV2@-256C VDD_GPU_SOC 2780mW/2779mW VDD_CPU_CV 2779mW/2651mW VIN_SYS_5V0 4636mW/4704mW NC 0mW/0mW VDDQ_VDD2_1V8AO 1008mW/1056mW NC 0mW/0mW
04-21-2025 12:48:04 RAM 4219/30587MB (lfb 12x4MB) SWAP 31/15294MB (cached 0MB) CPU [26%@2201,6%@2201,100%@2201,0%@2201,28%@1804,40%@2188,20%@2112,20%@2112,33%@2201,14%@2201,26%@2201,8%@2201] EMC_FREQ 1%@2133 GR3D_FREQ 0%@305 GR3D2_FREQ 0%@305 VIC_FREQ 115 APE 174 CV0@-256C CPU@51.437C Tboard@38C SOC2@46.281C Tdiode@40C SOC0@47.531C CV1@-256C GPU@46.593C tj@51.437C SOC1@47.687C CV2@-256C VDD_GPU_SOC 2779mW/2779mW VDD_CPU_CV 2779mW/2655mW VIN_SYS_5V0 4838mW/4708mW NC 0mW/0mW VDDQ_VDD2_1V8AO 1108mW/1058mW NC 0mW/0mW
04-21-2025 12:48:04 RAM 4224/30587MB (lfb 12x4MB) SWAP 31/15294MB (cached 0MB) CPU [16%@2201,7%@2201,100%@2201,0%@2201,28%@1651,21%@1651,7%@1651,0%@1651,25%@1036,7%@960,13%@960,15%@960] EMC_FREQ 1%@2133 GR3D_FREQ 0%@305 GR3D2_FREQ 0%@305 VIC_FREQ 115 APE 174 CV0@-256C CPU@51.281C Tboard@38C SOC2@46.406C Tdiode@40C SOC0@47.312C CV1@-256C GPU@46.156C tj@51.281C SOC1@47.562C CV2@-256C VDD_GPU_SOC 2780mW/2779mW VDD_CPU_CV 2779mW/2658mW VIN_SYS_5V0 4838mW/4712mW NC 0mW/0mW VDDQ_VDD2_1V8AO 1108mW/1059mW NC 0mW/0mW
04-21-2025 12:48:04 RAM 4236/30587MB (lfb 12x4MB) SWAP 31/15294MB (cached 0MB) CPU [25%@2201,6%@2201,100%@2201,6%@2201,26%@883,6%@883,6%@883,31%@729,35%@729,17%@729,12%@729,17%@729] EMC_FREQ 1%@2133 GR3D_FREQ 0%@305 GR3D2_FREQ 0%@305 VIC_FREQ 115 APE 174 CV0@-256C CPU@50.75C Tboard@38C SOC2@46.312C Tdiode@40C SOC0@47.25C CV1@-256C GPU@46C tj@50.75C SOC1@47.812C CV2@-256C VDD_GPU_SOC 2780mW/2779mW VDD_CPU_CV 2779mW/2662mW VIN_SYS_5V0 4838mW/4716mW NC 0mW/0mW VDDQ_VDD2_1V8AO 1108mW/1060mW NC 0mW/0mW
04-21-2025 12:48:05 RAM 4249/30587MB (lfb 12x4MB) SWAP 31/15294MB (cached 0MB) CPU [15%@2201,6%@2201,100%@2201,0%@2201,40%@2201,42%@2201,14%@2201,28%@2201,21%@729,20%@729,31%@729,15%@729] EMC_FREQ 1%@2133 GR3D_FREQ 0%@305 GR3D2_FREQ 0%@305 VIC_FREQ 115 APE 174 CV0@-256C CPU@51.031C Tboard@38C SOC2@46.281C Tdiode@40C SOC0@47.25C CV1@-256C GPU@46.187C tj@51.031C SOC1@47.781C CV2@-256C VDD_GPU_SOC 2779mW/2779mW VDD_CPU_CV 3176mW/2677mW VIN_SYS_5V0 4838mW/4719mW NC 0mW/0mW VDDQ_VDD2_1V8AO 1108mW/1062mW NC 0mW/0mW
